matchup,round,opening_index,low_player,high_player,low_rating,high_rating,low_color,white,black,white_elo,black_elo,result,low_score,termination,plies,full_moves,config_hash,opening_suite,source_pgn
maia3-1600__vs__maia3-2100,85,43,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,104,52,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,86,43,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,stalemate,119,60,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,87,44,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,38,19,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,88,44,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,threefold repetition,87,44,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,89,45,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,138,69,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,90,45,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,threefold repetition,92,46,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,91,46,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,158,79,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,92,46,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,41,21,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,93,47,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,98,49,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,94,47,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,insufficient material,154,77,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,95,48,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,66,33,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,96,48,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,51,26,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,97,49,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,146,73,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,98,49,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,111,56,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,99,50,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1-0,1.0,checkmate,93,47,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,100,50,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,73,37,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,101,51,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1/2-1/2,0.5,insufficient material,112,56,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,102,51,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,75,38,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,103,52,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,116,58,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,104,52,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,stalemate,85,43,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,105,53,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,122,61,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,106,53,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,threefold repetition,93,47,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,107,54,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,74,37,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,108,54,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,183,92,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,109,55,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,82,41,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,110,55,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,61,31,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,111,56,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,78,39,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,112,56,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,0-1,1.0,checkmate,36,18,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,113,57,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,110,55,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,114,57,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,73,37,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,115,58,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1/2-1/2,0.5,threefold repetition,88,44,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,116,58,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,95,48,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,117,59,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,94,47,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,118,59,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,117,59,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,119,60,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,100,50,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,120,60,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,55,28,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,121,61,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,124,62,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,122,61,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,153,77,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,123,62,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,24,12,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,124,62,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,0-1,1.0,checkmate,52,26,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,125,63,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1-0,1.0,checkmate,83,42,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,126,63,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,93,47,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,127,64,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,122,61,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,128,64,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,107,54,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,129,65,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,64,32,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,130,65,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,threefold repetition,150,75,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,131,66,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,98,49,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,132,66,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,57,29,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,133,67,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,128,64,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,134,67,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,117,59,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,135,68,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1/2-1/2,0.5,threefold repetition,87,44,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,136,68,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,131,66,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,137,69,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,66,33,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,138,69,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,93,47,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,139,70,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,70,35,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,140,70,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,133,67,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,141,71,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1-0,1.0,checkmate,95,48,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,142,71,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,159,80,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,143,72,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1-0,1.0,checkmate,105,53,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,144,72,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,123,62,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,145,73,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1-0,1.0,checkmate,119,60,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,146,73,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,0-1,1.0,checkmate,84,42,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,147,74,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,86,43,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,148,74,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,123,62,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,149,75,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,54,27,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,150,75,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,107,54,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,151,76,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,92,46,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,152,76,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,113,57,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,153,77,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1/2-1/2,0.5,threefold repetition,68,34,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,154,77,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,49,25,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,155,78,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1/2-1/2,0.5,stalemate,142,71,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,156,78,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,99,50,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,157,79,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,82,41,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,158,79,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,0-1,1.0,checkmate,52,26,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,159,80,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,108,54,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,160,80,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1/2-1/2,0.5,stalemate,117,59,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,161,81,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1-0,1.0,checkmate,137,69,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,162,81,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,0-1,1.0,checkmate,58,29,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,163,82,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1/2-1/2,0.5,threefold repetition,115,58,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,164,82,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,101,51,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,165,83,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,0-1,0.0,checkmate,38,19,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,166,83,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,55,28,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,167,84,MAIA3 1600,MAIA3 2100,1600,2100,White,MAIA3 1600,MAIA3 2100,1600,2100,1/2-1/2,0.5,threefold repetition,90,45,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
maia3-1600__vs__maia3-2100,168,84,MAIA3 1600,MAIA3 2100,1600,2100,Black,MAIA3 2100,MAIA3 1600,2100,1600,1-0,0.0,checkmate,61,31,1e291f3bf1c4180d559b85da91adb80d50b072d9681173eb1b49984378831a62,maia-relative-strength-100.pgn,maia3-1600__vs__maia3-2100.pgn
