matchup,round,opening_index,engine_a,engine_b,engine_a_family,engine_b_family,engine_a_rating,engine_b_rating,engine_a_color,white,black,result,engine_a_score,termination,plies,config_hash,opening_suite,source_pgn
maia2-1100__vs__maia3-1100,44,22,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,109,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,45,23,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,101,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,46,23,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,insufficient material,95,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,47,24,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,41,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,48,24,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,111,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,49,25,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,83,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,50,25,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,52,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,51,26,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,29,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,52,26,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,71,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,53,27,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,52,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,54,27,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,71,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,55,28,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,35,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,56,28,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,59,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,57,29,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,43,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,58,29,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,89,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,59,30,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,93,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,60,30,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,96,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,61,31,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,122,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,62,31,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,44,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,63,32,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,82,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,64,32,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,84,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,65,33,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,71,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,66,33,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,121,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,67,34,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,35,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,68,34,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,67,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,69,35,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,34,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,70,35,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,51,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,71,36,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,31,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,72,36,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,60,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,73,37,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,118,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,74,37,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,64,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,75,38,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,120,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,76,38,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,78,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,77,39,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,119,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,78,39,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,68,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,79,40,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,58,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,80,40,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,23,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,81,41,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,58,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,82,41,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,48,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,83,42,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,85,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,84,42,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,145,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,85,43,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,130,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,86,43,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,94,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,87,44,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,83,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,88,44,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,threefold repetition,84,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,89,45,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,58,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,90,45,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,78,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,91,46,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,36,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,92,46,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,60,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,93,47,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,64,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,94,47,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,67,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,95,48,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,stalemate,110,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,96,48,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,71,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,97,49,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,47,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,98,49,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,84,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,99,50,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,55,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,100,50,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,88,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,101,51,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,76,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,102,51,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,45,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,103,52,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,139,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,104,52,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1/2-1/2,0.5,stalemate,98,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,105,53,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,75,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,106,53,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,134,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,107,54,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,74,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,108,54,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,79,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,109,55,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,122,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,110,55,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,67,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,111,56,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,46,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,112,56,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,91,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,113,57,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,79,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,114,57,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,45,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,115,58,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1/2-1/2,0.5,threefold repetition,115,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,116,58,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,0-1,1.0,checkmate,86,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,117,59,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,60,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,118,59,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,41,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,119,60,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,1-0,1.0,checkmate,53,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,120,60,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,95,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,121,61,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,56,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,122,61,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,Black,MAIA3 1100,MAIA2 1100,1-0,0.0,checkmate,139,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
maia2-1100__vs__maia3-1100,123,62,MAIA2 1100,MAIA3 1100,maia2,maia3,1100,1100,White,MAIA2 1100,MAIA3 1100,0-1,0.0,checkmate,40,8dff2e81470ab9089fe36e3e5af8f44a98ba6e1cce9f14bf0d9a329d4f738058,maia-relative-strength-100.pgn,maia2-1100__vs__maia3-1100.pgn
