matchup,round,opening_index,engine_a,engine_b,engine_a_family,engine_b_family,engine_a_rating,engine_b_rating,engine_a_color,white,black,result,engine_a_score,termination,plies,config_hash,opening_suite,source_pgn
maia2-1700__vs__maia3-1700,52,26,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,56,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,53,27,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,132,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,54,27,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,59,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,55,28,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,80,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,56,28,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,167,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,57,29,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,59,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,58,29,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,71,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,59,30,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,82,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,60,30,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,111,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,61,31,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,146,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,62,31,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,0-1,1.0,checkmate,40,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,63,32,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,67,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,64,32,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,insufficient material,162,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,65,33,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,130,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,66,33,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,101,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,67,34,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,33,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,68,34,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,169,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,69,35,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,52,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,70,35,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,121,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,71,36,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,94,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,72,36,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,0-1,1.0,checkmate,40,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,73,37,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,62,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,74,37,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,0-1,1.0,checkmate,54,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,75,38,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,38,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,76,38,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,55,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,77,39,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,61,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,78,39,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,stalemate,101,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,79,40,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,94,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,80,40,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,63,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,81,41,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,74,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,82,41,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,0-1,1.0,checkmate,118,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,83,42,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,56,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,84,42,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,0-1,1.0,checkmate,62,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,85,43,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,34,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,86,43,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,53,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,87,44,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,130,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,88,44,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,97,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,89,45,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,103,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,90,45,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,insufficient material,118,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,91,46,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,128,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,92,46,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,107,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,93,47,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,48,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,94,47,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,0-1,1.0,checkmate,88,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,95,48,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,71,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,96,48,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,73,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,97,49,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,98,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,98,49,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,101,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,99,50,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,107,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,100,50,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,113,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,101,51,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,97,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,102,51,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,47,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,103,52,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,108,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,104,52,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,65,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,105,53,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,129,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,106,53,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,0-1,1.0,checkmate,90,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,107,54,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1-0,1.0,checkmate,145,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,108,54,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,91,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,109,55,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,114,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,110,55,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,68,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,111,56,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,86,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,112,56,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,139,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,113,57,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,83,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,114,57,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,135,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,115,58,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,59,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,116,58,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,88,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,117,59,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,134,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,118,59,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,59,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,119,60,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,114,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,120,60,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,99,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,121,61,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,103,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,122,61,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,115,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,123,62,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,52,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,124,62,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,123,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,125,63,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,68,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,126,63,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,129,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,127,64,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,88,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,128,64,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,95,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,129,65,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,73,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,130,65,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,117,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,131,66,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,1/2-1/2,0.5,threefold repetition,64,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,132,66,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1/2-1/2,0.5,threefold repetition,102,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,133,67,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,White,MAIA2 1700,MAIA3 1700,0-1,0.0,checkmate,114,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
maia2-1700__vs__maia3-1700,134,67,MAIA2 1700,MAIA3 1700,maia2,maia3,1700,1700,Black,MAIA3 1700,MAIA2 1700,1-0,0.0,checkmate,87,8768409b3362b7e491d33978c9cc6d0a81ca7d36365fd0731596d821d9316edb,maia-relative-strength-100.pgn,maia2-1700__vs__maia3-1700.pgn
